Entity,Code,Year,"Coffee, green | 00000656 || Production | 005510 || tonnes"
Africa,,1961,870970
Africa,,1962,883512
Africa,,1963,996674
Africa,,1964,1162048
Africa,,1965,1075084
Africa,,1966,1199529
Africa,,1967,1085561
Africa,,1968,1183868
Africa,,1969,1253504
Africa,,1970,1295001
Africa,,1971,1266294
Africa,,1972,1296274
Africa,,1973,1379422
Africa,,1974,1266734
Africa,,1975,1312580
Africa,,1976,1165512
Africa,,1977,1235352
Africa,,1978,1063658
Africa,,1979,1110744
Africa,,1980,1163648
Africa,,1981,1293046
Africa,,1982,1206872
Africa,,1983,1113475
Africa,,1984,1036465
Africa,,1985,1181857
Africa,,1986,1274895
Africa,,1987,1235947
Africa,,1988,1218793
Africa,,1989,1256511
Africa,,1990,1254209
Africa,,1991,1192734
Africa,,1992,1156200
Africa,,1993,991822.56
Africa,,1994,1058407.9
Africa,,1995,1127035.5
Africa,,1996,1254436.2
Africa,,1997,1176346.1
Africa,,1998,1219222.2
Africa,,1999,1254044.8
Africa,,2000,1280778.2
Africa,,2001,1121272.8
Africa,,2002,1098672.8
Africa,,2003,811188.4
Africa,,2004,1063192.9
Africa,,2005,984258.6
Africa,,2006,1060500.1
Africa,,2007,999819.4
Africa,,2008,1079151.6
Africa,,2009,1001933.94
Africa,,2010,1085218.6
Africa,,2011,987478.4
Africa,,2012,975107.44
Africa,,2013,1104529
Africa,,2014,1086611.5
Africa,,2015,1153374.1
Africa,,2016,1192023.1
Africa,,2017,1168291
Africa,,2018,1316511.4
Africa,,2019,1354575.5
Africa,,2020,1431087.4
Africa,,2021,1352896.2
Africa (FAO),,1961,870970
Africa (FAO),,1962,883512
Africa (FAO),,1963,996674
Africa (FAO),,1964,1162048
Africa (FAO),,1965,1075084
Africa (FAO),,1966,1199529
Africa (FAO),,1967,1085561
Africa (FAO),,1968,1183868
Africa (FAO),,1969,1253504
Africa (FAO),,1970,1295001
Africa (FAO),,1971,1266294
Africa (FAO),,1972,1296274
Africa (FAO),,1973,1379422
Africa (FAO),,1974,1266734
Africa (FAO),,1975,1312580
Africa (FAO),,1976,1165512
Africa (FAO),,1977,1235352
Africa (FAO),,1978,1063658
Africa (FAO),,1979,1110744
Africa (FAO),,1980,1163648
Africa (FAO),,1981,1293046
Africa (FAO),,1982,1206872
Africa (FAO),,1983,1113475
Africa (FAO),,1984,1036465
Africa (FAO),,1985,1181857
Africa (FAO),,1986,1274895
Africa (FAO),,1987,1235947
Africa (FAO),,1988,1218793
Africa (FAO),,1989,1256511
Africa (FAO),,1990,1254209
Africa (FAO),,1991,1192734
Africa (FAO),,1992,1156200
Africa (FAO),,1993,991822.56
Africa (FAO),,1994,1058407.9
Africa (FAO),,1995,1127035.5
Africa (FAO),,1996,1254436.2
Africa (FAO),,1997,1176346.1
Africa (FAO),,1998,1219222.2
Africa (FAO),,1999,1254044.6
Africa (FAO),,2000,1280778.2
Africa (FAO),,2001,1121272.8
Africa (FAO),,2002,1098672.8
Africa (FAO),,2003,811188.4
Africa (FAO),,2004,1063192.9
Africa (FAO),,2005,984258.6
Africa (FAO),,2006,1060500.1
Africa (FAO),,2007,999819.4
Africa (FAO),,2008,1079151.6
Africa (FAO),,2009,1001933.94
Africa (FAO),,2010,1085218.6
Africa (FAO),,2011,987478.4
Africa (FAO),,2012,975107.5
Africa (FAO),,2013,1104529
Africa (FAO),,2014,1086611.5
Africa (FAO),,2015,1153374.1
Africa (FAO),,2016,1192023.1
Africa (FAO),,2017,1168291
Africa (FAO),,2018,1316511.4
Africa (FAO),,2019,1354575.5
Africa (FAO),,2020,1431087.4
Africa (FAO),,2021,1352896.2
Americas (FAO),,1961,3450946
Americas (FAO),,1962,3474586
Americas (FAO),,1963,2891256
Americas (FAO),,1964,2337445
Americas (FAO),,1965,3620044
Americas (FAO),,1966,2557166
Americas (FAO),,1967,2910826
Americas (FAO),,1968,2443850
Americas (FAO),,1969,2663590
Americas (FAO),,1970,2190997
Americas (FAO),,1971,2989531
Americas (FAO),,1972,2907067
Americas (FAO),,1973,2438003
Americas (FAO),,1974,3136378
Americas (FAO),,1975,2854435
Americas (FAO),,1976,1905543
Americas (FAO),,1977,2673232
Americas (FAO),,1978,3096048
Americas (FAO),,1979,3261343
Americas (FAO),,1980,2987143
Americas (FAO),,1981,4094151
Americas (FAO),,1982,3014170
Americas (FAO),,1983,3752510
Americas (FAO),,1984,3528917
Americas (FAO),,1985,3857266
Americas (FAO),,1986,3193538
Americas (FAO),,1987,4266338
Americas (FAO),,1988,3582576
Americas (FAO),,1989,3669875
Americas (FAO),,1990,3883989
Americas (FAO),,1991,3909803
Americas (FAO),,1992,3890575
Americas (FAO),,1993,3516330
Americas (FAO),,1994,3503408.2
Americas (FAO),,1995,3217473
Americas (FAO),,1996,3652299.5
Americas (FAO),,1997,3505525.5
Americas (FAO),,1998,3910577.8
Americas (FAO),,1999,3854455
Americas (FAO),,2000,4188967.5
Americas (FAO),,2001,4165212.2
Americas (FAO),,2002,4793894
Americas (FAO),,2003,4138192.8
Americas (FAO),,2004,4622290
Americas (FAO),,2005,4292759.5
Americas (FAO),,2006,4819049.5
Americas (FAO),,2007,4585406
Americas (FAO),,2008,5044608
Americas (FAO),,2009,4401011.5
Americas (FAO),,2010,4960499
Americas (FAO),,2011,4792880
Americas (FAO),,2012,5173987
Americas (FAO),,2013,5032624
Americas (FAO),,2014,4860605.5
Americas (FAO),,2015,4823621
Americas (FAO),,2016,5267607.5
Americas (FAO),,2017,5137643.5
Americas (FAO),,2018,6021380
Americas (FAO),,2019,5526718
Americas (FAO),,2020,6090466
Americas (FAO),,2021,5163153
Angola,AGO,1961,168600
Angola,AGO,1962,185000
Angola,AGO,1963,168300
Angola,AGO,1964,198200
Angola,AGO,1965,205000
Angola,AGO,1966,225700
Angola,AGO,1967,235200
Angola,AGO,1968,198000
Angola,AGO,1969,215000
Angola,AGO,1970,204000
Angola,AGO,1971,228000
Angola,AGO,1972,225000
Angola,AGO,1973,210000
Angola,AGO,1974,224772
Angola,AGO,1975,180000
Angola,AGO,1976,57480
Angola,AGO,1977,57060
Angola,AGO,1978,34320
Angola,AGO,1979,17340
Angola,AGO,1980,43260
Angola,AGO,1981,20640
Angola,AGO,1982,17400
Angola,AGO,1983,13000
Angola,AGO,1984,15000
Angola,AGO,1985,12000
Angola,AGO,1986,14800
Angola,AGO,1987,8700
Angola,AGO,1988,11000
Angola,AGO,1989,10000
Angola,AGO,1990,5000
Angola,AGO,1991,5000
Angola,AGO,1992,5000
Angola,AGO,1993,4620
Angola,AGO,1994,2160
Angola,AGO,1995,3300
Angola,AGO,1996,2820
Angola,AGO,1997,3840
Angola,AGO,1998,5100
Angola,AGO,1999,3300
Angola,AGO,2000,4260
Angola,AGO,2001,3300
Angola,AGO,2002,1260
Angola,AGO,2003,2040
Angola,AGO,2004,1980
Angola,AGO,2005,3500
Angola,AGO,2006,5000
Angola,AGO,2007,11523
Angola,AGO,2008,4000
Angola,AGO,2009,11982
Angola,AGO,2010,9951
Angola,AGO,2011,10192
Angola,AGO,2012,11740.03
Angola,AGO,2013,12550
Angola,AGO,2014,15009
Angola,AGO,2015,15000
Angola,AGO,2016,14679.61
Angola,AGO,2017,13542.99
Angola,AGO,2018,13164.33
Angola,AGO,2019,12931.88
Angola,AGO,2020,12630.45
Angola,AGO,2021,10304
Asia,,1961,200714
Asia,,1962,219396
Asia,,1963,256183
Asia,,1964,259422
Asia,,1965,274510
Asia,,1966,281472
Asia,,1967,318436
Asia,,1968,292682
Asia,,1969,331704
Asia,,1970,334964
Asia,,1971,379074
Asia,,1972,336959
Asia,,1973,331692
Asia,,1974,331901
Asia,,1975,397476
Asia,,1976,410280
Asia,,1977,451855
Asia,,1978,518792
Asia,,1979,550496
Asia,,1980,632728
Asia,,1981,645359
Asia,,1982,678251
Asia,,1983,659572
Asia,,1984,611961
Asia,,1985,728453
Asia,,1986,723857
Asia,,1987,819779
Asia,,1988,781885
Asia,,1989,915561
Asia,,1990,863875
Asia,,1991,913066.25
Asia,,1992,988734
Asia,,1993,982946.06
Asia,,1994,1093630
Asia,,1995,1124934
Asia,,1996,1225733
Asia,,1997,1325602
Asia,,1998,1421774
Asia,,1999,1599114
Asia,,2000,1949181
Asia,,2001,2029551
Asia,,2002,1972317.1
Asia,,2003,2020006
Asia,,2004,2116732
Asia,,2005,2036915.6
Asia,,2006,2219260
Asia,,2007,2494485
Asia,,2008,2304398
Asia,,2009,2330024.5
Asia,,2010,2379412.2
Asia,,2011,2521749.8
Asia,,2012,2623674
Asia,,2013,2699674
Asia,,2014,2759619.5
Asia,,2015,2813389.5
Asia,,2016,2844287.2
Asia,,2017,2971828.8
Asia,,2018,3089608
Asia,,2019,3185967.5
Asia,,2020,3233289.5
Asia,,2021,3358628.2
Asia (FAO),,1961,200714
Asia (FAO),,1962,219396
Asia (FAO),,1963,256183
Asia (FAO),,1964,259422
Asia (FAO),,1965,274510
Asia (FAO),,1966,281472
Asia (FAO),,1967,318436
Asia (FAO),,1968,292682
Asia (FAO),,1969,331704
Asia (FAO),,1970,334964
Asia (FAO),,1971,379074
Asia (FAO),,1972,336959
Asia (FAO),,1973,331692
Asia (FAO),,1974,331901
Asia (FAO),,1975,397476
Asia (FAO),,1976,410280
Asia (FAO),,1977,451855
Asia (FAO),,1978,518792
Asia (FAO),,1979,550496
Asia (FAO),,1980,632728
Asia (FAO),,1981,645359
Asia (FAO),,1982,678251
Asia (FAO),,1983,659572
Asia (FAO),,1984,611961
Asia (FAO),,1985,728453
Asia (FAO),,1986,723857
Asia (FAO),,1987,819779
Asia (FAO),,1988,781885
Asia (FAO),,1989,915561
Asia (FAO),,1990,863875
Asia (FAO),,1991,913066.25
Asia (FAO),,1992,988734
Asia (FAO),,1993,982946.06
Asia (FAO),,1994,1093630
Asia (FAO),,1995,1124934
Asia (FAO),,1996,1225733
Asia (FAO),,1997,1325602
Asia (FAO),,1998,1421774
Asia (FAO),,1999,1599114
Asia (FAO),,2000,1949181
Asia (FAO),,2001,2029551
Asia (FAO),,2002,1972317.1
Asia (FAO),,2003,2020006
Asia (FAO),,2004,2116732
Asia (FAO),,2005,2036915.6
Asia (FAO),,2006,2219260
Asia (FAO),,2007,2494485
Asia (FAO),,2008,2304398
Asia (FAO),,2009,2330024.5
Asia (FAO),,2010,2379412.2
Asia (FAO),,2011,2521749.8
Asia (FAO),,2012,2623674
Asia (FAO),,2013,2699674
Asia (FAO),,2014,2759619.5
Asia (FAO),,2015,2813389.5
Asia (FAO),,2016,2844287.2
Asia (FAO),,2017,2971828.8
Asia (FAO),,2018,3089608
Asia (FAO),,2019,3185967.8
Asia (FAO),,2020,3233289.5
Asia (FAO),,2021,3358628
Belize,BLZ,1991,0
Belize,BLZ,1992,0
Belize,BLZ,1993,0
Belize,BLZ,1994,0
Belize,BLZ,1995,0
Belize,BLZ,1996,0
Belize,BLZ,1997,0
Belize,BLZ,1998,93
Belize,BLZ,1999,70
Belize,BLZ,2000,165
Belize,BLZ,2001,229
Belize,BLZ,2002,227
Belize,BLZ,2003,229
Belize,BLZ,2004,231
Belize,BLZ,2005,54
Belize,BLZ,2006,95
Belize,BLZ,2007,45
Belize,BLZ,2008,90
Belize,BLZ,2009,105.19
Belize,BLZ,2010,90.46
Belize,BLZ,2011,90.68
Belize,BLZ,2012,88.98
Belize,BLZ,2013,87.27
Belize,BLZ,2014,87.54
Belize,BLZ,2015,91.22
Belize,BLZ,2016,89.13
Belize,BLZ,2017,89.3
Belize,BLZ,2018,89.88
Belize,BLZ,2019,89.44
Belize,BLZ,2020,89.54
Belize,BLZ,2021,89.62
Benin,BEN,1961,2090
Benin,BEN,1962,1730
Benin,BEN,1963,1002
Benin,BEN,1964,1065
Benin,BEN,1965,891
Benin,BEN,1966,1041
Benin,BEN,1967,1086
Benin,BEN,1968,511
Benin,BEN,1969,2268
Benin,BEN,1970,1940
Benin,BEN,1971,2229
Benin,BEN,1972,2724
Benin,BEN,1973,1341
Benin,BEN,1974,161
Benin,BEN,1975,477
Benin,BEN,1976,599
Benin,BEN,1977,610
Benin,BEN,1978,185
Benin,BEN,1979,31
Benin,BEN,1980,321
Benin,BEN,1981,585
Benin,BEN,1982,1629
Benin,BEN,1983,1000
Benin,BEN,1984,3000
Benin,BEN,1985,700
Benin,BEN,1986,1100
Benin,BEN,1987,1900
Benin,BEN,1988,2700
Benin,BEN,1989,800
Benin,BEN,1990,120
Benin,BEN,1991,180
Benin,BEN,1992,200
Benin,BEN,1993,300
Benin,BEN,1994,200
Benin,BEN,1995,174.67
Benin,BEN,1996,165.26
Benin,BEN,1997,160.65
Benin,BEN,1998,153.89
Benin,BEN,1999,150.68
Benin,BEN,2000,142.51
Benin,BEN,2001,150
Benin,BEN,2002,100
Benin,BEN,2003,60
Benin,BEN,2004,85.77
Benin,BEN,2005,82.25
Benin,BEN,2006,60
Benin,BEN,2007,60
Benin,BEN,2008,70.43
Benin,BEN,2009,67.34
Benin,BEN,2010,60
Benin,BEN,2011,65
Benin,BEN,2012,68
Benin,BEN,2013,70
Benin,BEN,2014,57.3
Benin,BEN,2015,48.76
Benin,BEN,2016,58.69
Benin,BEN,2017,54.91
Benin,BEN,2018,54.12
Benin,BEN,2019,55.91
Benin,BEN,2020,54.98
Benin,BEN,2021,55
Bolivia,BOL,1961,4400
Bolivia,BOL,1962,4400
Bolivia,BOL,1963,4400
Bolivia,BOL,1964,7400
Bolivia,BOL,1965,4700
Bolivia,BOL,1966,7700
Bolivia,BOL,1967,8200
Bolivia,BOL,1968,9500
Bolivia,BOL,1969,10100
Bolivia,BOL,1970,11200
Bolivia,BOL,1971,12400
Bolivia,BOL,1972,13000
Bolivia,BOL,1973,13400
Bolivia,BOL,1974,13870
Bolivia,BOL,1975,14900
Bolivia,BOL,1976,14664
Bolivia,BOL,1977,13372
Bolivia,BOL,1978,13424
Bolivia,BOL,1979,15700
Bolivia,BOL,1980,20540
Bolivia,BOL,1981,21325
Bolivia,BOL,1982,21179
Bolivia,BOL,1983,21141
Bolivia,BOL,1984,21566
Bolivia,BOL,1985,23361
Bolivia,BOL,1986,24153
Bolivia,BOL,1987,25200
Bolivia,BOL,1988,25450
Bolivia,BOL,1989,26740
Bolivia,BOL,1990,24378
Bolivia,BOL,1991,14071
Bolivia,BOL,1992,15179
Bolivia,BOL,1993,13153
Bolivia,BOL,1994,19216
Bolivia,BOL,1995,20323
Bolivia,BOL,1996,22015
Bolivia,BOL,1997,22608
Bolivia,BOL,1998,22532
Bolivia,BOL,1999,26931
Bolivia,BOL,2000,27696
Bolivia,BOL,2001,24086
Bolivia,BOL,2002,24513
Bolivia,BOL,2003,24700
Bolivia,BOL,2004,24546
Bolivia,BOL,2005,24976
Bolivia,BOL,2006,25272
Bolivia,BOL,2007,27012
Bolivia,BOL,2008,27305
Bolivia,BOL,2009,28270
Bolivia,BOL,2010,27327.02
Bolivia,BOL,2011,27596.4
Bolivia,BOL,2012,28136.86
Bolivia,BOL,2013,29455.13
Bolivia,BOL,2014,20496
Bolivia,BOL,2015,20954
Bolivia,BOL,2016,21427
Bolivia,BOL,2017,21181
Bolivia,BOL,2018,22120.99
Bolivia,BOL,2019,24841
Bolivia,BOL,2020,23401
Bolivia,BOL,2021,23451.98
Brazil,BRA,1961,2228704
Brazil,BRA,1962,2190303
Brazil,BRA,1963,1650527
Brazil,BRA,1964,1042013
Brazil,BRA,1965,2294047
Brazil,BRA,1966,1202868
Brazil,BRA,1967,1507500
Brazil,BRA,1968,1057700
Brazil,BRA,1969,1283500
Brazil,BRA,1970,754800
Brazil,BRA,1971,1551462
Brazil,BRA,1972,1495705
Brazil,BRA,1973,872897
Brazil,BRA,1974,1615309
Brazil,BRA,1975,1272298
Brazil,BRA,1976,375985
Brazil,BRA,1977,975385
Brazil,BRA,1978,1267661
Brazil,BRA,1979,1332772
Brazil,BRA,1980,1061195
Brazil,BRA,1981,2032210
Brazil,BRA,1982,957931
Brazil,BRA,1983,1671588
Brazil,BRA,1984,1420281
Brazil,BRA,1985,1910646
Brazil,BRA,1986,1041406
Brazil,BRA,1987,2202708
Brazil,BRA,1988,1348014
Brazil,BRA,1989,1532335
Brazil,BRA,1990,1464856
Brazil,BRA,1991,1520382
Brazil,BRA,1992,1294373
Brazil,BRA,1993,1278759
Brazil,BRA,1994,1307289
Brazil,BRA,1995,930135
Brazil,BRA,1996,1369196
Brazil,BRA,1997,1228513
Brazil,BRA,1998,1689366
Brazil,BRA,1999,1631852
Brazil,BRA,2000,1903562
Brazil,BRA,2001,1819569
Brazil,BRA,2002,2610524
Brazil,BRA,2003,1987074
Brazil,BRA,2004,2465710
Brazil,BRA,2005,2140169
Brazil,BRA,2006,2573368
Brazil,BRA,2007,2249011
Brazil,BRA,2008,2796927
Brazil,BRA,2009,2440056
Brazil,BRA,2010,2907265
Brazil,BRA,2011,2700540
Brazil,BRA,2012,3037534
Brazil,BRA,2013,2964538
Brazil,BRA,2014,2804070
Brazil,BRA,2015,2647504
Brazil,BRA,2016,3024466
Brazil,BRA,2017,2684508
Brazil,BRA,2018,3552729
Brazil,BRA,2019,3011745
Brazil,BRA,2020,3700231
Brazil,BRA,2021,2993780
Burundi,BDI,1961,14000
Burundi,BDI,1962,13001
Burundi,BDI,1963,5777
Burundi,BDI,1964,17737
Burundi,BDI,1965,12831
Burundi,BDI,1966,14071
Burundi,BDI,1967,18682
Burundi,BDI,1968,16539
Burundi,BDI,1969,14551
Burundi,BDI,1970,22084
Burundi,BDI,1971,25051
Burundi,BDI,1972,19403
Burundi,BDI,1973,21395
Burundi,BDI,1974,28140
Burundi,BDI,1975,16924
Burundi,BDI,1976,21428
Burundi,BDI,1977,17030
Burundi,BDI,1978,22783
Burundi,BDI,1979,27728
Burundi,BDI,1980,18894
Burundi,BDI,1981,43824
Burundi,BDI,1982,20221
Burundi,BDI,1983,35954
Burundi,BDI,1984,27005
Burundi,BDI,1985,32493
Burundi,BDI,1986,31290
Burundi,BDI,1987,37338
Burundi,BDI,1988,35247
Burundi,BDI,1989,31400
Burundi,BDI,1990,32694
Burundi,BDI,1991,34204
Burundi,BDI,1992,37215
Burundi,BDI,1993,22991
Burundi,BDI,1994,41293
Burundi,BDI,1995,25516
Burundi,BDI,1996,26875
Burundi,BDI,1997,19991
Burundi,BDI,1998,16937
Burundi,BDI,1999,29130
Burundi,BDI,2000,67439
Burundi,BDI,2001,70980
Burundi,BDI,2002,182182
Burundi,BDI,2003,35682
Burundi,BDI,2004,204509
Burundi,BDI,2005,34828
Burundi,BDI,2006,149460
Burundi,BDI,2007,31964
Burundi,BDI,2008,100475
Burundi,BDI,2009,20517
Burundi,BDI,2010,89960
Burundi,BDI,2011,41960
Burundi,BDI,2012,26340
Burundi,BDI,2013,22625
Burundi,BDI,2014,10405
Burundi,BDI,2015,18367
Burundi,BDI,2016,13624.46
Burundi,BDI,2017,16340
Burundi,BDI,2018,14216
Burundi,BDI,2019,14059
Burundi,BDI,2020,18000
Burundi,BDI,2021,17100
Cambodia,KHM,1961,240
Cambodia,KHM,1962,350
Cambodia,KHM,1963,400
Cambodia,KHM,1964,350
Cambodia,KHM,1965,400
Cambodia,KHM,1966,480
Cambodia,KHM,1967,433
Cambodia,KHM,1968,350
Cambodia,KHM,1969,460
Cambodia,KHM,1970,600
Cambodia,KHM,1971,600
Cambodia,KHM,1972,470
Cambodia,KHM,1973,124
Cambodia,KHM,1974,100
Cambodia,KHM,1975,100
Cambodia,KHM,1976,90
Cambodia,KHM,1977,85
Cambodia,KHM,1978,72
Cambodia,KHM,1979,50
Cambodia,KHM,1980,70
Cambodia,KHM,1981,68
Cambodia,KHM,1982,70
Cambodia,KHM,1983,80
Cambodia,KHM,1984,90
Cambodia,KHM,1985,100
Cambodia,KHM,1986,120
Cambodia,KHM,1987,130
Cambodia,KHM,1988,140
Cambodia,KHM,1989,150
Cambodia,KHM,1990,160
Cambodia,KHM,1991,170
Cambodia,KHM,1992,180
Cambodia,KHM,1993,198.08
Cambodia,KHM,1994,190
Cambodia,KHM,1995,200
Cambodia,KHM,1996,250
Cambodia,KHM,1997,280
Cambodia,KHM,1998,290
Cambodia,KHM,1999,300
Cambodia,KHM,2000,300
Cambodia,KHM,2001,300
Cambodia,KHM,2002,300.17
Cambodia,KHM,2003,305.02
Cambodia,KHM,2004,310
Cambodia,KHM,2005,319.57
Cambodia,KHM,2006,300
Cambodia,KHM,2007,320
Cambodia,KHM,2008,330
Cambodia,KHM,2009,350
Cambodia,KHM,2010,362.29
Cambodia,KHM,2011,348.8
Cambodia,KHM,2012,350.04
Cambodia,KHM,2013,353.12
Cambodia,KHM,2014,356.58
Cambodia,KHM,2015,369.69
Cambodia,KHM,2016,359.8
Cambodia,KHM,2017,356.64
Cambodia,KHM,2018,377.06
Cambodia,KHM,2019,378.98
Cambodia,KHM,2020,370.89
Cambodia,KHM,2021,375.64
Cameroon,CMR,1961,44700
Cameroon,CMR,1962,45000
Cameroon,CMR,1963,53600
Cameroon,CMR,1964,59100
Cameroon,CMR,1965,74100
Cameroon,CMR,1966,63300
Cameroon,CMR,1967,79600
Cameroon,CMR,1968,81700
Cameroon,CMR,1969,81815
Cameroon,CMR,1970,92993
Cameroon,CMR,1971,94790
Cameroon,CMR,1972,96165
Cameroon,CMR,1973,93913
Cameroon,CMR,1974,104442
Cameroon,CMR,1975,92488
Cameroon,CMR,1976,79599
Cameroon,CMR,1977,86448
Cameroon,CMR,1978,107993
Cameroon,CMR,1979,101166
Cameroon,CMR,1980,112207
Cameroon,CMR,1981,109286
Cameroon,CMR,1982,128237
Cameroon,CMR,1983,63700
Cameroon,CMR,1984,137900
Cameroon,CMR,1985,100020
Cameroon,CMR,1986,132000
Cameroon,CMR,1987,82560
Cameroon,CMR,1988,119400
Cameroon,CMR,1989,115700
Cameroon,CMR,1990,100980
Cameroon,CMR,1991,115080
Cameroon,CMR,1992,76200
Cameroon,CMR,1993,68417
Cameroon,CMR,1994,73743
Cameroon,CMR,1995,74000
Cameroon,CMR,1996,104121
Cameroon,CMR,1997,63600
Cameroon,CMR,1998,112532
Cameroon,CMR,1999,98000
Cameroon,CMR,2000,86200
Cameroon,CMR,2001,70500
Cameroon,CMR,2002,41000
Cameroon,CMR,2003,48000
Cameroon,CMR,2004,54000
Cameroon,CMR,2005,60000
Cameroon,CMR,2006,62300
Cameroon,CMR,2007,47792
Cameroon,CMR,2008,50687
Cameroon,CMR,2009,48123
Cameroon,CMR,2010,66584
Cameroon,CMR,2011,26322
Cameroon,CMR,2012,38127
Cameroon,CMR,2013,41800
Cameroon,CMR,2014,38081.87
Cameroon,CMR,2015,35937.99
Cameroon,CMR,2016,35600
Cameroon,CMR,2017,36539.95
Cameroon,CMR,2018,36025.98
Cameroon,CMR,2019,36055.31
Cameroon,CMR,2020,36207.08
Cameroon,CMR,2021,36096.13
Cape Verde,CPV,1961,52
Cape Verde,CPV,1962,22
Cape Verde,CPV,1963,40
Cape Verde,CPV,1964,39
Cape Verde,CPV,1965,45
Cape Verde,CPV,1966,106
Cape Verde,CPV,1967,121
Cape Verde,CPV,1968,82
Cape Verde,CPV,1969,94
Cape Verde,CPV,1970,114
Cape Verde,CPV,1971,185
Cape Verde,CPV,1972,76
Cape Verde,CPV,1973,8
Cape Verde,CPV,1974,71
Cape Verde,CPV,1975,103
Cape Verde,CPV,1976,168
Cape Verde,CPV,1977,53
Cape Verde,CPV,1978,100
Cape Verde,CPV,1979,150
Cape Verde,CPV,1980,50
Cape Verde,CPV,1981,100
Cape Verde,CPV,1982,50
Cape Verde,CPV,1983,50
Cape Verde,CPV,1984,50
Cape Verde,CPV,1985,30
Cape Verde,CPV,1986,44
Cape Verde,CPV,1987,34
Cape Verde,CPV,1988,50
Cape Verde,CPV,1989,100
Cape Verde,CPV,1990,50
Cape Verde,CPV,1991,10
Cape Verde,CPV,1992,0
Cape Verde,CPV,1993,0
Cape Verde,CPV,1994,0
Cape Verde,CPV,1995,0
Cape Verde,CPV,1996,0
Cape Verde,CPV,1997,0
Cape Verde,CPV,1998,0
Cape Verde,CPV,1999,0
Cape Verde,CPV,2000,0
Cape Verde,CPV,2001,0
Cape Verde,CPV,2002,0
Cape Verde,CPV,2003,0
Cape Verde,CPV,2004,0
Cape Verde,CPV,2005,0
Cape Verde,CPV,2006,0
Cape Verde,CPV,2007,0
Cape Verde,CPV,2008,0
Cape Verde,CPV,2009,0
Cape Verde,CPV,2010,0
Cape Verde,CPV,2011,62
Cape Verde,CPV,2012,88
Cape Verde,CPV,2013,62
Cape Verde,CPV,2014,52
Cape Verde,CPV,2015,52.34
Cape Verde,CPV,2016,68.09
Cape Verde,CPV,2017,46.89
Cape Verde,CPV,2018,46
Cape Verde,CPV,2019,40
Cape Verde,CPV,2020,48
Cape Verde,CPV,2021,40.73
Caribbean (FAO),,1961,143212
Caribbean (FAO),,1962,156795
Caribbean (FAO),,1963,137156
Caribbean (FAO),,1964,146070
Caribbean (FAO),,1965,126325
Caribbean (FAO),,1966,128930
Caribbean (FAO),,1967,130891
Caribbean (FAO),,1968,125072
Caribbean (FAO),,1969,117061
Caribbean (FAO),,1970,115379
Caribbean (FAO),,1971,120509
Caribbean (FAO),,1972,119712
Caribbean (FAO),,1973,131165
Caribbean (FAO),,1974,129053
Caribbean (FAO),,1975,127829
Caribbean (FAO),,1976,132693
Caribbean (FAO),,1977,121222
Caribbean (FAO),,1978,100840
Caribbean (FAO),,1979,136505
Caribbean (FAO),,1980,138610
Caribbean (FAO),,1981,124802
Caribbean (FAO),,1982,141026
Caribbean (FAO),,1983,141448
Caribbean (FAO),,1984,146628
Caribbean (FAO),,1985,150504
Caribbean (FAO),,1986,145516
Caribbean (FAO),,1987,143246
Caribbean (FAO),,1988,150801
Caribbean (FAO),,1989,149332
Caribbean (FAO),,1990,138256
Caribbean (FAO),,1991,131309.05
Caribbean (FAO),,1992,104348
Caribbean (FAO),,1993,106914
Caribbean (FAO),,1994,97533.23
Caribbean (FAO),,1995,105178.12
Caribbean (FAO),,1996,107274.48
Caribbean (FAO),,1997,99278.45
Caribbean (FAO),,1998,113786.87
Caribbean (FAO),,1999,94925
Caribbean (FAO),,2000,103670.42
Caribbean (FAO),,2001,91730.33
Caribbean (FAO),,2002,90229.83
Caribbean (FAO),,2003,95713
Caribbean (FAO),,2004,92962.23
Caribbean (FAO),,2005,103896.29
Caribbean (FAO),,2006,106477.35
Caribbean (FAO),,2007,125593.97
Caribbean (FAO),,2008,93745.57
Caribbean (FAO),,2009,102481.92
Caribbean (FAO),,2010,84611.35
Caribbean (FAO),,2011,86740.27
Caribbean (FAO),,2012,87525.03
Caribbean (FAO),,2013,98881.95
Caribbean (FAO),,2014,68087.67
Caribbean (FAO),,2015,47307.7
Caribbean (FAO),,2016,52627.67
Caribbean (FAO),,2017,54016.72
Caribbean (FAO),,2018,59095.91
Caribbean (FAO),,2019,54570.27
Caribbean (FAO),,2020,54895.26
Caribbean (FAO),,2021,59047.2
Central African Republic,CAF,1961,8200
Central African Republic,CAF,1962,5800
Central African Republic,CAF,1963,12600
Central African Republic,CAF,1964,7600
Central African Republic,CAF,1965,11400
Central African Republic,CAF,1966,9127
Central African Republic,CAF,1967,8207
Central African Republic,CAF,1968,8826
Central African Republic,CAF,1969,12163
Central African Republic,CAF,1970,10665
Central African Republic,CAF,1971,6065
Central African Republic,CAF,1972,8359
Central African Republic,CAF,1973,10001
Central African Republic,CAF,1974,13200
Central African Republic,CAF,1975,14300
Central African Republic,CAF,1976,13900
Central African Republic,CAF,1977,14800
Central African Republic,CAF,1978,15183
Central African Republic,CAF,1979,16073
Central African Republic,CAF,1980,16808
Central African Republic,CAF,1981,17000
Central African Republic,CAF,1982,17000
Central African Republic,CAF,1983,15400
Central African Republic,CAF,1984,18400
